bjd,relative_flux,flux_err,quality_flag
55001.79166667,0.9834334411,0.0006951914,0
55001.81250000,0.9826289849,0.0006380114,0
55001.83333333,0.9835415947,0.0007028615,0
55001.85416667,0.9824374330,0.0007087372,0
55001.87500000,0.9817171155,0.0006332285,0
55001.89583333,0.9822055244,0.0007180226,0
55001.91666667,0.9826307799,0.0006168854,0
55001.93750000,0.9817198752,0.0006242419,0
55001.95833333,0.9825720837,0.0006221070,0
55001.97916667,0.9813788770,0.0007072788,0
55002.00000000,0.9814046446,0.0006785151,0
55002.02083333,0.9811130073,0.0006182525,0
55002.04166667,0.9821446079,0.0006528388,0
55002.06250000,0.9816147970,0.0006738358,0
55002.08333333,0.9810194961,0.0006100157,0
55002.10416667,0.9813181964,0.0007058900,0
55002.12500000,0.9794540819,0.0006964324,0
55002.14583333,0.9821163789,0.0006606248,0
55002.16666667,0.9815041964,0.0007160552,0
55002.18750000,0.9801007104,0.0006501313,0
55002.20833333,0.9806723016,0.0007180932,0
55002.22916667,0.9814994933,0.0006801504,0
55002.25000000,0.9809802077,0.0006761606,0
55002.27083333,0.9824577931,0.0006199146,0
55002.29166667,0.9823731971,0.0007058313,0
55002.31250000,0.9824382111,0.0006512988,0
55002.33333333,0.9807314599,0.0006194680,0
55002.35416667,0.9821837486,0.0006015129,0
55002.37500000,0.9822036354,0.0006671707,0
55002.39583333,0.9822195450,0.0006632880,0
55002.41666667,0.9827645842,0.0006863224,0
55002.43750000,0.9824643252,0.0007068310,0
55002.45833333,0.9836159015,0.0006095288,0
55002.47916667,0.9842495152,0.0006877796,0
55002.50000000,0.9843964028,0.0006224894,0
55002.52083333,0.9841392233,0.0007029812,0
55002.54166667,0.9859079573,0.0006982876,0
55002.56250000,0.9855577516,0.0006648953,0
55002.58333333,0.9850298822,0.0006852291,0
55002.60416667,0.9851030731,0.0006377220,0
55002.62500000,0.9866113667,0.0006565401,0
55002.64583333,0.9867698008,0.0006985964,0
55002.66666667,0.9854852841,0.0006551118,0
55002.68750000,0.9874606983,0.0006429358,0
55002.70833333,0.9870236521,0.0006593055,1
55002.72916667,0.9868952682,0.0006993899,0
55002.75000000,0.9866108542,0.0006402250,0
55002.77083333,0.9880998504,0.0006208514,0
55002.79166667,0.9886549827,0.0006854417,0
55002.81250000,0.9901769135,0.0006991174,0
55002.83333333,0.9900636858,0.0006120765,0
55002.85416667,0.9895281606,0.0006287849,0
55002.87500000,0.9905575783,0.0006170366,0
55002.89583333,0.9912755309,0.0006417530,0
55002.91666667,0.9912342052,0.0006540421,0
55002.93750000,0.9912098736,0.0006898592,0
55002.95833333,0.9916946974,0.0006781377,0
55002.97916667,0.9927594323,0.0006745114,0
55003.00000000,0.9932111760,0.0006422850,0
55003.02083333,0.9931891930,0.0007009737,0
55003.04166667,0.9921251420,0.0006565545,0
55003.06250000,0.9933700859,0.0007174926,0
55003.08333333,0.9926799195,0.0006760971,0
55003.10416667,0.9914008182,0.0006151518,0
55003.12500000,0.9939683266,0.0006811413,0
55003.14583333,0.9942729192,0.0006390125,0
55003.16666667,0.9940863407,0.0006823593,0
55003.18750000,0.9973599540,0.0006083569,0
55003.20833333,0.9977684862,0.0006209858,0
55003.22916667,0.9977988242,0.0007026885,0
55003.25000000,0.9974563923,0.0006272615,0
55003.27083333,0.9994288527,0.0007004449,0
55003.29166667,1.0000714264,0.0006335131,0
55003.31250000,0.9987851120,0.0006771458,0
55003.33333333,0.9990572980,0.0006832981,0
55003.35416667,1.0003432967,0.0006615186,0
55003.37500000,1.0004409490,0.0006366373,0
55003.39583333,1.0013293663,0.0006255173,0
55003.41666667,1.0023602070,0.0006039827,0
55003.43750000,1.0005856316,0.0006364736,0
55003.45833333,1.0034640514,0.0006783795,0
55003.47916667,1.0024696714,0.0007125966,0
55003.50000000,1.0034795077,0.0007045445,0
55003.52083333,1.0038975590,0.0006919278,0
55003.54166667,1.0043214554,0.0006946137,0
55003.56250000,1.0041844240,0.0006797982,1
55003.58333333,1.0046507223,0.0006312344,0
55003.60416667,1.0049807422,0.0007088634,0
55003.62500000,1.0046483319,0.0006804879,0
55003.64583333,1.0041949655,0.0006672529,0
55003.66666667,1.0049003168,0.0006133187,0
55003.68750000,1.0058490137,0.0006536467,1
55003.70833333,1.0056595657,0.0006552430,0
55003.72916667,1.0058697345,0.0007037476,1
55003.75000000,1.0078547201,0.0006655978,0
55003.77083333,1.0074355156,0.0006456481,0
55003.79166667,1.0069124301,0.0007172160,0
55003.81250000,1.0077059792,0.0006132865,0
55003.83333333,1.0072092719,0.0006507058,0
55003.85416667,1.0077269289,0.0006050430,0
55003.87500000,1.0081295892,0.0006887885,0
55003.89583333,1.0076825746,0.0007101692,0
55003.91666667,1.0076870227,0.0006336045,0
55003.93750000,1.0091120388,0.0007030010,0
55003.95833333,1.0087604530,0.0006350662,0
55003.97916667,1.0068786178,0.0007092924,0
55004.00000000,1.0081124209,0.0006904754,0
55004.02083333,1.0081142128,0.0006965888,0
55004.04166667,1.0083579664,0.0006021608,0
55004.06250000,1.0094116450,0.0007155372,0
55004.08333333,1.0088595241,0.0006872005,0
55004.10416667,1.0080028647,0.0006365701,0
55004.12500000,1.0086501019,0.0006995274,0
55004.14583333,1.0092820136,0.0006337825,0
55004.16666667,1.0087943954,0.0007047305,0
55004.18750000,1.0085544469,0.0006135096,0
55004.20833333,1.0091679531,0.0006844423,0
55004.22916667,1.0099992357,0.0006648838,0
55004.25000000,1.0091786601,0.0006115841,1
55004.27083333,1.0096792730,0.0006290273,0
55004.29166667,1.0084696535,0.0006014885,0
55004.31250000,1.0087596914,0.0006562522,0
55004.33333333,1.0086873923,0.0006361518,0
55004.35416667,1.0087182672,0.0006718029,0
55004.37500000,1.0088444852,0.0006356685,0
55004.39583333,1.0078992084,0.0006359903,0
55004.41666667,1.0088426248,0.0006891832,0
55004.43750000,1.0073171669,0.0006057771,0
55004.45833333,1.0072582671,0.0007083474,0
55004.47916667,1.0096000749,0.0007022717,0
55004.50000000,1.0076442288,0.0006801366,0
55004.52083333,1.0083671411,0.0006711866,0
55004.54166667,1.0089604229,0.0007070763,1
55004.56250000,1.0061977143,0.0006222396,0
55004.58333333,1.0081990598,0.0006094763,0
55004.60416667,1.0077923216,0.0006287412,0
55004.62500000,1.0083938673,0.0006953494,0
55004.64583333,1.0064059133,0.0006041604,0
55004.66666667,1.0079564855,0.0006699368,0
55004.68750000,1.0063150801,0.0007194525,0
55004.70833333,1.0074497190,0.0007026835,0
55004.72916667,1.0065451857,0.0006625735,0
55004.75000000,1.0068972649,0.0006076369,0
55004.77083333,1.0120243259,0.0006997648,0
55004.79166667,1.0049121882,0.0006718774,0
55004.81250000,1.0040925769,0.0006137920,0
55004.83333333,1.0059967980,0.0006112629,0
55004.85416667,1.0055429401,0.0007091552,0
55004.87500000,1.0058635985,0.0006803040,0
55004.89583333,1.0052805349,0.0006995144,0
55004.91666667,1.0067466464,0.0007054775,0
55004.93750000,1.0053451425,0.0006686127,0
55004.95833333,1.0047654403,0.0006620936,0
55004.97916667,1.0051540959,0.0006516513,0
55005.00000000,1.0045363929,0.0006380336,0
55005.02083333,1.0047491263,0.0006521515,0
55005.04166667,1.0037267627,0.0006928656,0
55005.06250000,1.0044496915,0.0006722308,0
55005.08333333,1.0040062553,0.0007071028,0
55005.10416667,1.0035031459,0.0006532056,0
55005.12500000,1.0054621189,0.0006728507,0
55005.14583333,1.0033005974,0.0006757569,0
55005.16666667,1.0039419035,0.0006710037,0
55005.18750000,1.0032963496,0.0006843161,0
55005.20833333,1.0039451987,0.0006284920,0
55005.22916667,1.0028326871,0.0006614837,0
55005.25000000,1.0041119934,0.0006125070,0
55005.27083333,1.0048389979,0.0006461414,0
55005.29166667,1.0029011075,0.0006585200,0
55005.31250000,1.0042145448,0.0006782669,0
55005.33333333,1.0030561386,0.0007140637,0
55005.35416667,1.0042850951,0.0006720781,0
55005.37500000,1.0047302625,0.0006892313,0
55005.39583333,1.0030207574,0.0006607519,0
55005.41666667,1.0021050957,0.0006760925,0
55005.43750000,1.0036720185,0.0006085119,0
55005.45833333,1.0032030967,0.0006305270,0
55005.47916667,1.0033552131,0.0006434224,0
55005.50000000,1.0027840920,0.0006566992,0
55005.52083333,1.0024507080,0.0006054778,0
55005.54166667,1.0036848849,0.0006168029,0
55005.56250000,1.0031584311,0.0006332177,0
55005.58333333,0.9964553625,0.0007165839,2
55005.60416667,1.0033798161,0.0006397616,0
55005.62500000,1.0151733988,0.0006578449,0
55005.64583333,1.0027355747,0.0006235317,0
55005.66666667,1.0040327228,0.0006732936,0
55005.68750000,1.0025569868,0.0006336820,0
55005.70833333,1.0028524351,0.0006248391,0
55005.72916667,1.0034786984,0.0006619887,0
55005.75000000,1.0030301395,0.0006006607,0
55005.77083333,1.0021684055,0.0006009197,0
55005.79166667,1.0031336748,0.0006262883,0
55005.81250000,1.0027880564,0.0006044066,0
55005.83333333,1.0035852878,0.0006129631,0
55005.85416667,1.0031796236,0.0006406633,0
55005.87500000,1.0031723963,0.0006963103,0
55005.89583333,1.0024303934,0.0006686458,0
55005.91666667,1.0030044973,0.0006615201,0
55005.93750000,1.0037986827,0.0006352187,0
55005.95833333,1.0026557160,0.0007118104,0
55005.97916667,1.0032133852,0.0006476418,0
55006.00000000,1.0026885972,0.0006104511,0
55006.02083333,1.0024876399,0.0006740480,0
55006.04166667,1.0032582460,0.0006136606,1
55006.06250000,1.0034456675,0.0006414268,0
55006.08333333,1.0046747249,0.0006608894,0
55006.10416667,1.0030575103,0.0007049067,0
55006.12500000,1.0033656161,0.0006592256,0
55006.14583333,1.0025617892,0.0006842711,0
55006.16666667,1.0038741378,0.0007191380,0
55006.18750000,1.0036936740,0.0006157787,0
55006.20833333,1.0044031637,0.0006329678,0
55006.22916667,1.0041908644,0.0006473491,0
55006.25000000,1.0037076097,0.0006506194,0
55006.27083333,1.0031788461,0.0006493225,0
55006.29166667,1.0036315000,0.0007089133,0
55006.31250000,1.0034097290,0.0006856839,0
55006.33333333,1.0016151599,0.0006729486,0
55006.35416667,1.0014933068,0.0006371247,0
55006.37500000,1.0007498481,0.0006988548,0
55006.39583333,0.9998990452,0.0007146073,0
55006.41666667,1.0018586341,0.0006985438,0
55006.43750000,1.0037649257,0.0006001878,0
55006.45833333,1.0031759681,0.0006763682,0
55006.47916667,1.0036939063,0.0006061362,0
55006.50000000,1.0033812543,0.0006309129,0
55006.52083333,1.0041001390,0.0006071430,0
55006.54166667,1.0019637207,0.0006724555,0
55006.56250000,1.0029485649,0.0006823908,0
55006.58333333,1.0041555326,0.0006137385,0
55006.60416667,1.0034888682,0.0006460607,0
55006.62500000,1.0042328716,0.0006547484,0
55006.64583333,1.0022287317,0.0006442864,0
55006.66666667,1.0036149400,0.0006145230,0
55006.68750000,1.0035509166,0.0006502737,0
55006.70833333,1.0016652927,0.0006901414,0
55006.72916667,1.0025759977,0.0006085209,0
55006.75000000,0.9904839701,0.0006096216,0
55006.77083333,1.0015652786,0.0006425726,0
55006.79166667,1.0023306223,0.0007130071,0
55006.81250000,1.0030379087,0.0006802287,0
55006.83333333,1.0020922814,0.0006814404,0
55006.85416667,1.0024265278,0.0006434304,0
55006.87500000,1.0023476526,0.0006712393,0
55006.89583333,1.0020801207,0.0006012157,0
55006.91666667,1.0015154195,0.0006763315,0
55006.93750000,1.0023627238,0.0007095944,0
55006.95833333,1.0007273398,0.0006735088,0
55006.97916667,1.0017015488,0.0007048438,0
55007.00000000,1.0025448956,0.0006868768,0
55007.02083333,1.0012147358,0.0006144670,0
55007.04166667,1.0008697120,0.0007082944,0
55007.06250000,1.0017202386,0.0006079733,0
55007.08333333,1.0012811842,0.0006640761,0
55007.10416667,1.0015255795,0.0006170565,0
55007.12500000,1.0009813299,0.0006014048,0
55007.14583333,0.9992966699,0.0006506441,0
55007.16666667,1.0014927892,0.0006354049,0
55007.18750000,1.0019985272,0.0006583201,0
55007.20833333,1.0013883293,0.0006692640,0
55007.22916667,0.9982809217,0.0006052487,0
55007.25000000,1.0005948345,0.0006147604,0
55007.27083333,0.9999019709,0.0006670371,0
55007.29166667,0.9994151688,0.0006411801,0
55007.31250000,1.0000932695,0.0006875008,0
55007.33333333,0.9998080552,0.0006782750,0
55007.35416667,1.0001679386,0.0007014725,0
55007.37500000,0.9997538673,0.0006830991,0
55007.39583333,0.9988912167,0.0006515917,0
55007.41666667,0.9991377133,0.0006807560,0
55007.43750000,0.9989743554,0.0006330457,0
55007.45833333,0.9982625436,0.0006367576,1
55007.47916667,0.9983195745,0.0006946782,0
55007.50000000,0.9990544142,0.0006535703,0
55007.52083333,1.0001061334,0.0006958056,0
55007.54166667,0.9986677149,0.0006986907,0
55007.56250000,0.9984393619,0.0007029075,0
55007.58333333,0.9980664693,0.0007099962,0
55007.60416667,0.9988621489,0.0006517182,0
55007.62500000,0.9995357478,0.0006382640,0
55007.64583333,1.0000692530,0.0006698638,0
55007.66666667,0.9988602520,0.0006445407,0
55007.68750000,0.9987229442,0.0006721289,1
55007.70833333,0.9982133315,0.0006846703,0
55007.72916667,0.9982890382,0.0006826086,0
55007.75000000,0.9989166289,0.0006449463,0
55007.77083333,0.9982844974,0.0006200232,0
55007.79166667,0.9983469881,0.0006516635,0
55007.81250000,0.9984142411,0.0006171113,0
55007.83333333,0.9979935318,0.0007068116,0
55007.85416667,0.9983483725,0.0006415053,0
55007.87500000,0.9971367775,0.0006185352,0
55007.89583333,0.9987101990,0.0006030537,0
55007.91666667,0.9999698411,0.0006774987,0
55007.93750000,0.9980042492,0.0006764283,0
55007.95833333,0.9986221607,0.0006408725,0
55007.97916667,0.9989094280,0.0006086054,0
55008.00000000,0.9992343407,0.0006491555,0
55008.02083333,0.9982503756,0.0006373461,0
55008.04166667,0.9972091763,0.0006812545,0
55008.06250000,0.9986394654,0.0006726935,0
55008.08333333,0.9963499871,0.0006437512,2
55008.10416667,0.9982960970,0.0006261471,0
55008.12500000,0.9984470851,0.0007185643,0
55008.14583333,0.9986700140,0.0006544802,0
55008.16666667,0.9988581435,0.0006825929,1
55008.18750000,0.9988457860,0.0006168664,0
55008.20833333,0.9985443655,0.0006582708,0
55008.22916667,0.9989602898,0.0006033044,0
55008.25000000,0.9985823438,0.0006606546,0
55008.27083333,0.9992735060,0.0007156821,0
55008.29166667,0.9984529236,0.0006461048,0
55008.31250000,0.9989474713,0.0006046795,0
55008.33333333,0.9979684218,0.0006037147,0
55008.35416667,0.9987550954,0.0006465584,0
55008.37500000,0.9993911233,0.0006192030,0
55008.39583333,0.9984616963,0.0006028023,0
55008.41666667,0.9989081887,0.0006907456,0
55008.43750000,0.9975974712,0.0006550228,0
55008.45833333,0.9983468772,0.0006347094,0
55008.47916667,0.9984727045,0.0007080100,0
55008.50000000,0.9993577147,0.0006139367,0
55008.52083333,0.9995706580,0.0007147103,0
55008.54166667,0.9993314391,0.0006376760,0
55008.56250000,0.9991290764,0.0007066084,0
55008.58333333,0.9991739082,0.0006723531,0
55008.60416667,0.9999557090,0.0006992049,0
55008.62500000,0.9996307151,0.0007180816,0
55008.64583333,0.9992851476,0.0006346087,1
55008.66666667,1.0004374659,0.0007153363,0
55008.68750000,1.0007845071,0.0006467378,0
55008.70833333,1.0071580001,0.0006462614,2
55008.72916667,0.9998667979,0.0006408465,1
55008.75000000,1.0015836483,0.0006649689,0
55008.77083333,0.9996941403,0.0006184974,0
55008.79166667,0.9995842610,0.0006664454,0
55008.81250000,0.9994511634,0.0006650046,0
55008.83333333,0.9998022606,0.0006914282,0
55008.85416667,0.9999609138,0.0007000380,0
55008.87500000,0.9985827543,0.0006528530,0
55008.89583333,0.9993351558,0.0006362800,0
55008.91666667,0.9978697766,0.0006311202,0
55008.93750000,0.9991150626,0.0006233549,0
55008.95833333,0.9986343276,0.0006069177,0
55008.97916667,0.9993293552,0.0006410938,0
55009.00000000,0.9979870612,0.0006324297,0
55009.02083333,0.9985833687,0.0007159701,0
55009.04166667,0.9995031406,0.0006669251,0
55009.06250000,0.9983256177,0.0006416732,0
55009.08333333,0.9973776899,0.0006696561,0
55009.10416667,0.9986985275,0.0006167036,0
55009.12500000,0.9980354996,0.0006532852,0
55009.14583333,0.9981647259,0.0006751481,0
55009.16666667,0.9976736383,0.0006586677,0
55009.18750000,0.9992909844,0.0006482135,0
55009.20833333,0.9967399242,0.0007192618,0
55009.22916667,0.9997021532,0.0007056378,0
55009.25000000,0.9972740549,0.0006748087,0
55009.27083333,0.9974880595,0.0006683253,0
55009.29166667,0.9967985388,0.0006744793,0
55009.31250000,0.9966152105,0.0006241575,0
55009.33333333,0.9962990599,0.0006474165,0
55009.35416667,0.9969712338,0.0006047351,0
55009.37500000,0.9954746459,0.0006570655,0
55009.39583333,0.9964315502,0.0006651630,0
55009.41666667,0.9946006063,0.0006273300,0
55009.43750000,0.9959425422,0.0007156835,0
55009.45833333,0.9961190766,0.0007091346,0
55009.47916667,0.9944065023,0.0006866572,0
55009.50000000,0.9954919470,0.0006640064,0
55009.52083333,0.9948321787,0.0007043963,0
55009.54166667,0.9955302363,0.0006156783,0
55009.56250000,0.9912119851,0.0006948612,0
55009.58333333,0.9932805131,0.0006149785,0
55009.60416667,0.9896252744,0.0006953053,1
55009.62500000,0.9908145275,0.0006330921,0
55009.64583333,0.9895577759,0.0007052509,0
55009.66666667,0.9942883811,0.0007132851,0
55009.68750000,0.9925333562,0.0006178555,0
55009.70833333,0.9923076152,0.0006555211,0
55009.72916667,0.9924618819,0.0007177185,0
55009.75000000,0.9918630893,0.0006580089,0
55009.77083333,0.9911702397,0.0007036257,0
55009.79166667,0.9904667234,0.0006706478,0
55009.81250000,0.9911397575,0.0006450396,0
55009.83333333,0.9909934409,0.0006342940,0
55009.85416667,0.9909103657,0.0006243868,0
55009.87500000,0.9915230724,0.0006914158,0
55009.89583333,0.9885216919,0.0006463849,0
55009.91666667,0.9896104292,0.0006613531,0
55009.93750000,0.9901717591,0.0006590791,0
55009.95833333,0.9890371646,0.0006692735,0
55009.97916667,0.9872124648,0.0007038693,0
55010.00000000,0.9876733645,0.0007176887,0
55010.02083333,0.9885592386,0.0006489101,0
55010.04166667,0.9883012892,0.0006993023,0
55010.06250000,0.9883183538,0.0006917433,0
55010.08333333,0.9870926562,0.0006688235,0
55010.10416667,0.9875687313,0.0007147257,1
55010.12500000,0.9865672024,0.0006240569,0
55010.14583333,0.9870982713,0.0006131117,0
55010.16666667,0.9867650063,0.0007024754,0
55010.18750000,0.9859883090,0.0006526980,0
55010.20833333,0.9874219212,0.0007016363,0
55010.22916667,0.9849355073,0.0007071708,0
55010.25000000,0.9858775356,0.0006074949,0
55010.27083333,0.9851995533,0.0007060158,0
55010.29166667,0.9868344912,0.0006537983,0
55010.31250000,0.9858814998,0.0006612519,0
55010.33333333,0.9849081145,0.0006751911,0
55010.35416667,0.9850188219,0.0007111659,0
55010.37500000,0.9862207943,0.0006022939,0
55010.39583333,0.9843709635,0.0006572212,0
55010.41666667,0.9836930447,0.0006825266,0
55010.43750000,0.9850132165,0.0006867248,0
55010.45833333,0.9849555007,0.0006831039,0
55010.47916667,0.9850915409,0.0006161322,0
55010.50000000,0.9850610885,0.0006359275,0
55010.52083333,0.9857365958,0.0006430459,0
55010.54166667,0.9833784139,0.0006965325,0
55010.56250000,0.9838031837,0.0006334512,0
55010.58333333,0.9849819917,0.0006252846,0
55010.60416667,0.9837933359,0.0007148938,0
55010.62500000,0.9837371356,0.0006010636,0
55010.64583333,0.9859976117,0.0007197385,0
55010.66666667,0.9836064233,0.0006812186,0
55010.68750000,0.9845327877,0.0006994163,0
55010.70833333,0.9848225345,0.0006353543,0
55010.72916667,0.9857430289,0.0006017178,0
55010.75000000,0.9947942264,0.0006885443,2
55010.77083333,0.9854759426,0.0007000974,0
55010.79166667,0.9847063524,0.0006888571,0
55010.81250000,0.9858547054,0.0006171420,0
55010.83333333,0.9850019554,0.0006904114,0
55010.85416667,0.9868899752,0.0006922707,0
55010.87500000,0.9853759254,0.0006790249,0
55010.89583333,0.9844829212,0.0006919339,0
55010.91666667,0.9858441791,0.0007015106,0
55010.93750000,0.9864448438,0.0006736325,0
55010.95833333,0.9875170552,0.0006106326,0
55010.97916667,0.9862744634,0.0006585153,0
55011.00000000,0.9866069322,0.0006093179,0
55011.02083333,0.9882547344,0.0006489052,0
55011.04166667,0.9870197988,0.0006488528,0
55011.06250000,0.9880946804,0.0006079212,0
55011.08333333,0.9884033814,0.0006418585,0
55011.10416667,0.9889504131,0.0006133198,0
55011.12500000,0.9886157768,0.0006969882,0
55011.14583333,0.9888075780,0.0007137226,0
55011.16666667,0.9900127923,0.0006086780,0
55011.18750000,0.9895170066,0.0007146138,0
55011.20833333,0.9896125847,0.0006627092,0
55011.22916667,0.9895672139,0.0006359479,2
55011.25000000,0.9915473023,0.0006092234,0
55011.27083333,0.9927953359,0.0006600749,0
55011.29166667,0.9925590218,0.0006953419,0
55011.31250000,0.9915367477,0.0006848504,0
55011.33333333,0.9928606272,0.0006060271,0
55011.35416667,0.9925861452,0.0006087482,0
55011.37500000,0.9925405100,0.0006483448,0
55011.39583333,0.9937383389,0.0006354349,0
55011.41666667,0.9950537747,0.0006278861,0
55011.43750000,0.9771795289,0.0006337205,0
55011.45833333,0.9943082856,0.0006964179,0
55011.47916667,0.9953572488,0.0007115074,0
55011.50000000,0.9960331656,0.0006486123,0
55011.52083333,0.9953554938,0.0007087333,0
55011.54166667,0.9974357542,0.0006385795,0
55011.56250000,0.9972581702,0.0006571724,0
55011.58333333,0.9969645250,0.0006271235,0
55011.60416667,0.9972846643,0.0006768571,0
55011.62500000,0.9994805002,0.0007174777,0
55011.64583333,0.9988598776,0.0006724192,0
55011.66666667,1.0003044878,0.0006429377,0
55011.68750000,1.0010255155,0.0006777381,0
55011.70833333,1.0010065625,0.0006147505,0
55011.72916667,1.0004157952,0.0007066391,0
55011.75000000,0.9995542460,0.0006603701,0
55011.77083333,1.0018152897,0.0006539220,0
55011.79166667,1.0034149061,0.0006703038,0
55011.81250000,1.0023863523,0.0006749741,0
55011.83333333,1.0015911624,0.0006086131,0
55011.85416667,1.0027281688,0.0006819141,0
55011.87500000,1.0034528519,0.0006290318,0
55011.89583333,1.0031891072,0.0006856743,0
55011.91666667,1.0025172122,0.0006987042,1
55011.93750000,1.0046000001,0.0006964750,0
55011.95833333,1.0044971614,0.0006663001,0
55011.97916667,1.0065385353,0.0006624204,0
55012.00000000,1.0057626383,0.0006171451,0
55012.02083333,1.0063533344,0.0006930415,0
55012.04166667,1.0062715048,0.0006325691,0
55012.06250000,1.0067186778,0.0006596035,0
55012.08333333,1.0059099666,0.0006341129,0
55012.10416667,1.0066083932,0.0006160594,0
55012.12500000,0.9945439255,0.0006755469,2
55012.14583333,1.0079303066,0.0006065198,0
55012.16666667,1.0077905875,0.0006898374,0
55012.18750000,1.0086278769,0.0006381104,0
55012.20833333,1.0088631168,0.0006000162,0
55012.22916667,1.0101078631,0.0006613355,0
55012.25000000,1.0091111714,0.0006056222,0
55012.27083333,1.0085503975,0.0006331403,0
55012.29166667,1.0093440148,0.0006848372,0
55012.31250000,1.0099818810,0.0006075228,0
55012.33333333,1.0104893333,0.0007007206,1
55012.35416667,1.0089901274,0.0006004584,0
55012.37500000,1.0102772119,0.0006296189,0
55012.39583333,1.0096463100,0.0006889085,0
55012.41666667,1.0100393308,0.0006379524,0
55012.43750000,1.0110445101,0.0006122271,0
55012.45833333,1.0111220634,0.0006432281,0
55012.47916667,1.0103181800,0.0006324472,0
55012.50000000,1.0107311606,0.0007011254,0
55012.52083333,1.0105846223,0.0006376018,0
55012.54166667,1.0130097972,0.0006946719,0
55012.56250000,1.0112625305,0.0007070247,0
55012.58333333,1.0105733352,0.0006520581,0
55012.60416667,1.0121038631,0.0007091932,0
55012.62500000,1.0120782475,0.0006452782,0
55012.64583333,1.0125115538,0.0007156894,0
55012.66666667,1.0125224715,0.0006107147,0
55012.68750000,1.0117395919,0.0006824423,0
55012.70833333,1.0110268085,0.0006592577,0
55012.72916667,1.0111190530,0.0006465179,0
55012.75000000,1.0110372423,0.0006759254,0
55012.77083333,1.0109352039,0.0006844629,0
55012.79166667,1.0119256194,0.0006005236,0
55012.81250000,1.0086158777,0.0006200344,0
55012.83333333,1.0092369155,0.0006855655,0
55012.85416667,1.0089798910,0.0006799662,0
55012.87500000,1.0076759954,0.0007159257,0
55012.89583333,1.0072121242,0.0006913245,0
55012.91666667,1.0099743421,0.0007140927,0
55012.93750000,1.0104909436,0.0006843049,0
55012.95833333,1.0107888048,0.0006357663,0
55012.97916667,1.0102219644,0.0006126438,0
55013.00000000,1.0110182760,0.0006938189,1
55013.02083333,1.0100803298,0.0006772979,0
55013.04166667,1.0104968863,0.0006057823,1
55013.06250000,1.0103169168,0.0006432061,0
55013.08333333,1.0113780375,0.0007148160,0
55013.10416667,1.0093886896,0.0006600481,0
55013.12500000,1.0113638115,0.0006519275,0
55013.14583333,1.0094243602,0.0006549240,0
55013.16666667,1.0088636803,0.0006250659,0
55013.18750000,1.0094477159,0.0006442449,0
55013.20833333,1.0115602665,0.0006443776,0
55013.22916667,1.0098991455,0.0006062826,0
55013.25000000,1.0096570872,0.0006921081,0
55013.27083333,1.0096396565,0.0006499805,0
55013.29166667,1.0084680838,0.0006986616,0
55013.31250000,1.0091178485,0.0007020418,0
55013.33333333,1.0087741807,0.0006254393,0
55013.35416667,1.0098851639,0.0006788824,0
55013.37500000,1.0084710443,0.0006566738,0
55013.39583333,1.0081621277,0.0007056188,0
55013.41666667,1.0075881082,0.0006258889,0
55013.43750000,1.0083023263,0.0006813376,1
55013.45833333,1.0082957537,0.0006729303,0
55013.47916667,1.0072288786,0.0006354362,0
55013.50000000,1.0081678286,0.0006163921,0
55013.52083333,1.0079452132,0.0006781968,0
55013.54166667,1.0083861803,0.0006886317,0
55013.56250000,1.0083656541,0.0006378753,0
55013.58333333,1.0075631566,0.0006773799,0
55013.60416667,1.0067384038,0.0006474157,0
55013.62500000,1.0067531833,0.0006855848,0
55013.64583333,1.0083386534,0.0006239058,0
55013.66666667,1.0072762551,0.0007068258,0
55013.68750000,1.0081907416,0.0006344892,0
55013.70833333,1.0073311246,0.0006441343,0
55013.72916667,1.0073982323,0.0006069710,0
55013.75000000,1.0074510143,0.0006133815,0
55013.77083333,1.0060038416,0.0006619034,0
55013.79166667,1.0069494589,0.0006321111,0
55013.81250000,1.0058349878,0.0007002576,0
55013.83333333,1.0064793167,0.0006017632,0
55013.85416667,1.0070173302,0.0006454913,0
55013.87500000,1.0059044986,0.0006404815,0
55013.89583333,1.0068589349,0.0006023193,1
55013.91666667,1.0055651695,0.0006149242,0
55013.93750000,1.0071974500,0.0006496371,0
55013.95833333,1.0059884758,0.0006591438,0
55013.97916667,1.0057355652,0.0006485148,0
55014.00000000,1.0054276530,0.0006637125,0
55014.02083333,1.0059733088,0.0006714158,1
55014.04166667,1.0052006651,0.0006011909,0
55014.06250000,1.0059762503,0.0006556914,0
55014.08333333,1.0071139748,0.0007156199,0
55014.10416667,1.0061963853,0.0006622839,0
55014.12500000,1.0055160669,0.0006813051,0
55014.14583333,1.0064620970,0.0006374237,0
55014.16666667,1.0064154305,0.0006928790,0
55014.18750000,1.0076796489,0.0006927506,0
55014.20833333,1.0068545727,0.0006625555,0
55014.22916667,1.0065582834,0.0007171217,0
55014.25000000,1.0069060835,0.0006150660,0
55014.27083333,1.0062804289,0.0006020337,0
55014.29166667,1.0063225091,0.0006924190,0
55014.31250000,1.0075454638,0.0006968587,0
55014.33333333,1.0054002808,0.0006144249,0
55014.35416667,1.0070335725,0.0006318699,0
55014.37500000,1.0063727313,0.0006021063,0
55014.39583333,1.0062723310,0.0006351970,0
55014.41666667,1.0060928715,0.0006927770,0
